Rider_ID,Subcounty,Latitude,Longitude,Daily_Distance_km,Daily_Income_KES,Income_Volatility,Distance_to_BSS_km,Petrol_Daily_Cost_KES,Electric_Daily_Cost_KES,PAYG_Daily_Payment_KES,Net_Savings_KES,Default_Probability,Default_Indicator
RID-0401,Dagoretti,-1.2889886160553812,36.76697274698857,94.7,1056.0,0.11,1.34,591.0,360.0,450.0,231.0,0.0083,0
RID-0402,Embakasi,-1.330316436379568,36.90123359699696,87.8,898.0,0.187,1.65,552.0,335.0,450.0,217.0,0.0219,0
RID-0403,Starehe,-1.2664236699933884,36.838862112145264,63.4,831.0,0.166,3.56,413.0,245.0,450.0,168.0,0.0531,0
RID-0404,Njiru,-1.2464711688944554,36.932659443218334,75.0,883.0,0.272,5.25,479.0,288.0,450.0,191.0,0.1147,0
RID-0405,Kasarani,-1.2365518044129744,36.90172287766092,68.3,904.0,0.337,2.46,440.0,263.0,450.0,178.0,0.0597,0
RID-0406,Embakasi,-1.3314427802397122,36.84157299033011,100.0,1072.0,0.167,2.2,621.0,380.0,450.0,241.0,0.0132,0
RID-0407,Kasarani,-1.2112688039168467,36.91807869682172,62.0,1470.0,0.303,3.87,405.0,240.0,450.0,165.0,0.0148,0
RID-0408,Westlands,-1.3122586487108368,36.779805385905796,93.4,857.0,0.114,1.52,584.0,356.0,450.0,228.0,0.0168,0
RID-0409,Embakasi,-1.2976169147798962,36.941149909394234,93.4,917.0,0.235,5.71,584.0,356.0,450.0,228.0,0.0955,0
RID-0410,Dagoretti,-1.2925841258464918,36.729439941175414,107.4,987.0,0.118,1.26,664.0,408.0,450.0,256.0,0.0097,0
RID-0411,Kasarani,-1.2236579288220968,36.927497528382965,73.9,1079.0,0.334,4.73,472.0,283.0,450.0,189.0,0.0711,0
RID-0412,Embakasi,-1.3229192835824908,36.884016159866995,90.7,1053.0,0.292,1.42,568.0,346.0,450.0,223.0,0.0195,0
RID-0413,Embakasi,-1.3196548704436406,36.880933427834826,114.2,1257.0,0.264,1.52,703.0,433.0,450.0,270.0,0.0084,0
RID-0414,Starehe,-1.272546593680104,36.85749356916939,70.7,515.0,0.306,4.18,454.0,272.0,450.0,182.0,0.2565,1
RID-0415,Makadara,-1.2935384145376794,36.85495292995748,57.0,523.0,0.262,2.33,376.0,221.0,450.0,155.0,0.1342,0
RID-0416,Mathare,-1.2658362253783109,36.83373618382607,51.8,901.0,0.342,3.2,346.0,202.0,450.0,144.0,0.0846,0
RID-0417,Kibra,-1.2973378044570567,36.78344325605974,90.7,1219.0,0.278,1.34,568.0,346.0,450.0,223.0,0.0106,0
RID-0418,Kasarani,-1.2236095982718125,36.9638621513569,51.8,687.0,0.331,8.77,346.0,201.0,450.0,144.0,0.55,1
RID-0419,Makadara,-1.2940249418326863,36.8449641789981,74.4,400.0,0.229,1.65,475.0,285.0,450.0,190.0,0.125,0
RID-0420,Kamukunji,-1.2935271519241107,36.86796891418393,86.6,1114.0,0.129,2.96,545.0,330.0,450.0,214.0,0.0136,1
RID-0421,Kamukunji,-1.2827345917892445,36.816234440433654,82.8,1049.0,0.232,1.98,523.0,316.0,450.0,207.0,0.0192,0
RID-0422,Kamukunji,-1.266615421308496,36.831637118289215,86.4,782.0,0.132,3.09,544.0,330.0,450.0,214.0,0.0405,0
RID-0423,Dagoretti,-1.255534044475649,36.76560096131429,83.3,803.0,0.248,2.4,526.0,318.0,450.0,208.0,0.0506,0
RID-0424,Mathare,-1.268946437913175,36.89062032723471,99.2,806.0,0.221,0.83,617.0,377.0,450.0,240.0,0.0242,0
RID-0425,Westlands,-1.2636428897894518,36.81705547350244,65.7,1022.0,0.256,1.45,426.0,253.0,450.0,172.0,0.021,0
RID-0426,Starehe,-1.2653053436541104,36.80807286690018,69.8,875.0,0.103,0.48,449.0,268.0,450.0,181.0,0.0119,0
RID-0427,Mathare,-1.2728709966463492,36.88559921635162,68.4,1099.0,0.149,1.07,441.0,263.0,450.0,178.0,0.0089,0
RID-0428,Embakasi,-1.3166955066421309,36.89192703073516,92.5,429.0,0.223,2.54,578.0,352.0,450.0,226.0,0.1361,0
RID-0429,Kasarani,-1.239102451586987,36.90847198131187,93.5,829.0,0.338,3.23,584.0,356.0,450.0,228.0,0.0852,0
RID-0430,Dagoretti,-1.251749501615137,36.72264934171491,86.8,775.0,0.196,2.73,546.0,331.0,450.0,215.0,0.0484,0
RID-0431,Dagoretti,-1.2925156108665448,36.77224441110831,97.8,949.0,0.206,0.94,609.0,372.0,450.0,237.0,0.0152,0
RID-0432,Kamukunji,-1.2865928278249141,36.854047435925,62.3,892.0,0.279,2.94,406.0,241.0,450.0,166.0,0.0582,0
RID-0433,Starehe,-1.2962478705629374,36.833566141944154,105.0,1160.0,0.251,0.99,650.0,399.0,450.0,252.0,0.0093,0
RID-0434,Dagoretti,-1.2967428853000909,36.7637145999136,102.8,628.0,0.175,0.41,638.0,391.0,450.0,247.0,0.0294,0
RID-0435,Dagoretti,-1.2692522789687049,36.795791272840376,91.0,1009.0,0.203,0.67,570.0,347.0,450.0,223.0,0.0116,0
RID-0436,Makadara,-1.2884073365357285,36.866515926331644,106.7,1112.0,0.154,3.5,660.0,405.0,450.0,255.0,0.0167,0
RID-0437,Dagoretti,-1.2891123139684533,36.736936674143784,55.2,1371.0,0.342,1.5,365.0,214.0,450.0,151.0,0.011,0
RID-0438,Njiru,-1.2432303231307662,36.934091971797216,72.1,904.0,0.133,5.6,462.0,277.0,450.0,185.0,0.0693,0
RID-0439,Makadara,-1.2966307804746078,36.88635195071216,69.0,1065.0,0.193,2.59,444.0,265.0,450.0,179.0,0.0202,0
RID-0440,Dagoretti,-1.3131308513055928,36.76679757122258,90.8,639.0,0.106,1.47,569.0,346.0,450.0,223.0,0.032,0
RID-0441,Dagoretti,-1.2666576986532025,36.741638629460176,64.2,522.0,0.155,0.64,417.0,248.0,450.0,169.0,0.0488,0
RID-0442,Embakasi,-1.3524370979801719,36.88784356025811,91.4,1169.0,0.295,1.4,572.0,348.0,450.0,224.0,0.0136,0
RID-0443,Kasarani,-1.1940601090687777,36.89954263875402,100.6,999.0,0.15,3.5,625.0,382.0,450.0,243.0,0.0241,0
RID-0444,Kasarani,-1.2399860446458981,36.88990450157544,90.4,1236.0,0.12,2.07,567.0,345.0,450.0,222.0,0.0064,0
RID-0445,Kamukunji,-1.2681875994699088,36.855934671364025,84.3,725.0,0.219,4.41,531.0,322.0,450.0,210.0,0.1073,0
RID-0446,Embakasi,-1.314778641983394,36.89266351176371,65.2,1104.0,0.102,2.74,422.0,251.0,450.0,171.0,0.0129,0
RID-0447,Embakasi,-1.3178351629808764,36.88155179631003,67.3,1374.0,0.121,1.74,435.0,259.0,450.0,176.0,0.0041,0
RID-0448,Kamukunji,-1.252692486210611,36.838553590615774,98.7,1084.0,0.302,2.47,614.0,375.0,450.0,239.0,0.0255,0
RID-0449,Kasarani,-1.19565682958349,36.930426321038446,91.7,1055.0,0.293,5.84,574.0,349.0,450.0,225.0,0.0849,0
RID-0450,Dagoretti,-1.2730337820370408,36.735367593745636,79.4,1002.0,0.329,1.63,504.0,304.0,450.0,200.0,0.0306,0
RID-0451,Kamukunji,-1.2769253981932678,36.84451608787218,73.7,686.0,0.314,3.3,471.0,283.0,450.0,189.0,0.13,0
RID-0452,Starehe,-1.2930740372146026,36.83148718563444,49.6,1271.0,0.271,1.38,334.0,194.0,450.0,140.0,0.0108,0
RID-0453,Mathare,-1.283580795823196,36.88875358776923,63.9,878.0,0.113,1.18,415.0,247.0,450.0,169.0,0.0162,0
RID-0454,Embakasi,-1.319292345945968,36.90402319311745,108.7,1101.0,0.296,2.78,671.0,412.0,450.0,259.0,0.0249,0
RID-0455,Dagoretti,-1.287334242569077,36.73882190052592,60.8,687.0,0.311,1.74,397.0,235.0,450.0,162.0,0.0835,1
RID-0456,Mathare,-1.2482661239704944,36.855501926867554,82.8,764.0,0.3,4.04,523.0,317.0,450.0,207.0,0.1193,1
RID-0457,Westlands,-1.247574054050855,36.77308040639506,95.1,1287.0,0.227,3.42,593.0,362.0,450.0,232.0,0.0137,0
RID-0458,Mathare,-1.2574724084090718,36.903778579981164,61.2,931.0,0.158,2.18,400.0,236.0,450.0,163.0,0.0239,0
RID-0459,Westlands,-1.2850066264921114,36.7864451005895,82.8,1291.0,0.311,2.05,523.0,316.0,450.0,207.0,0.013,0
RID-0460,Dagoretti,-1.2827218430068217,36.74759163563879,94.1,984.0,0.282,2.32,588.0,358.0,450.0,229.0,0.031,0
RID-0461,Dagoretti,-1.2859873980145287,36.753783742602955,80.2,632.0,0.345,1.81,508.0,307.0,450.0,202.0,0.1053,0
RID-0462,Makadara,-1.2873055706287646,36.88219399683912,123.0,1178.0,0.139,1.97,753.0,465.0,450.0,288.0,0.0069,0
RID-0463,Kamukunji,-1.2768036268614296,36.84017484690763,55.0,882.0,0.156,3.19,364.0,213.0,450.0,151.0,0.0399,0
RID-0464,Starehe,-1.2615485259759454,36.862997638697905,95.9,1140.0,0.153,3.86,598.0,365.0,450.0,233.0,0.0181,0
RID-0465,Embakasi,-1.3126526749276515,36.88050941390659,77.4,1005.0,0.298,1.91,492.0,296.0,450.0,196.0,0.0294,0
RID-0466,Kasarani,-1.1978583866142605,36.89759237672093,91.6,691.0,0.147,3.03,573.0,349.0,450.0,224.0,0.0545,0
RID-0467,Kibra,-1.3584533909202807,36.801948433543004,86.6,1033.0,0.117,6.99,545.0,330.0,450.0,214.0,0.0647,0
RID-0468,Njiru,-1.2607065637190784,36.938189334353915,69.0,1439.0,0.35,5.06,444.0,265.0,450.0,179.0,0.029,0
RID-0469,Kibra,-1.3083603933886196,36.78880999359558,83.4,1099.0,0.106,2.04,527.0,319.0,450.0,208.0,0.0095,0
RID-0470,Embakasi,-1.2958109636572193,36.8912902725886,52.1,988.0,0.309,2.35,348.0,203.0,450.0,145.0,0.0426,0
RID-0471,Westlands,-1.2547378840364782,36.794809066448316,89.0,1215.0,0.191,0.88,559.0,339.0,450.0,219.0,0.0063,0
RID-0472,Embakasi,-1.2952237903822499,36.91230734968026,84.5,1042.0,0.31,2.96,533.0,323.0,450.0,210.0,0.0381,0
RID-0473,Westlands,-1.283708774040892,36.8217196423235,89.6,1042.0,0.239,2.43,562.0,341.0,450.0,220.0,0.0227,0
RID-0474,Embakasi,-1.320719268902281,36.91616115596562,95.9,782.0,0.325,3.61,598.0,365.0,450.0,233.0,0.1038,0
RID-0475,Starehe,-1.267654253731973,36.861763673535904,85.5,1047.0,0.332,3.78,539.0,326.0,450.0,212.0,0.054,0
RID-0476,Embakasi,-1.314469319647437,36.893013664077635,82.2,1207.0,0.102,2.79,520.0,314.0,450.0,206.0,0.0087,0
RID-0477,Dagoretti,-1.2933883921177545,36.737936404343316,66.8,833.0,0.119,1.06,432.0,257.0,450.0,175.0,0.0181,0
RID-0478,Starehe,-1.259001161961159,36.79267378783127,69.3,1285.0,0.163,1.04,446.0,266.0,450.0,180.0,0.0051,0
RID-0479,Embakasi,-1.331073648382927,36.87864394156841,97.8,982.0,0.267,0.42,609.0,372.0,450.0,237.0,0.015,0
RID-0480,Starehe,-1.2559938481605284,36.85921226745164,101.5,822.0,0.322,4.5,630.0,386.0,450.0,245.0,0.1174,0
RID-0481,Makadara,-1.3020889843707495,36.8566235655362,76.4,1200.0,0.215,1.7,487.0,293.0,450.0,194.0,0.0103,0
RID-0482,Makadara,-1.2985989567377365,36.883237566052166,80.7,943.0,0.252,2.93,511.0,309.0,450.0,203.0,0.0406,0
RID-0483,Mathare,-1.2785470626838116,36.8697673796547,66.4,1152.0,0.147,2.83,430.0,256.0,450.0,174.0,0.0138,0
RID-0484,Makadara,-1.2804960474043514,36.8700218833988,97.6,942.0,0.301,2.84,608.0,371.0,450.0,237.0,0.045,0
RID-0485,Starehe,-1.271208367668025,36.845020921851344,90.0,988.0,0.342,3.92,564.0,343.0,450.0,221.0,0.0688,0
RID-0486,Embakasi,-1.3640646458599848,36.91355750639062,109.1,1099.0,0.167,3.74,674.0,414.0,450.0,260.0,0.0198,0
RID-0487,Westlands,-1.2780815136625483,36.76338734206287,66.8,1058.0,0.224,2.44,432.0,257.0,450.0,175.0,0.0227,0
RID-0488,Kibra,-1.3047759480095003,36.81247317090325,74.3,601.0,0.122,1.62,475.0,285.0,450.0,190.0,0.0439,0
RID-0489,Embakasi,-1.3127489702925539,36.919057490944056,83.5,776.0,0.24,4.43,527.0,319.0,450.0,208.0,0.1021,0
RID-0490,Embakasi,-1.2777544348402272,36.92629828907168,89.7,1186.0,0.226,3.49,563.0,342.0,450.0,221.0,0.0197,0
RID-0491,Mathare,-1.227200709412572,36.87984254982144,76.8,974.0,0.136,0.81,489.0,294.0,450.0,195.0,0.0109,0
RID-0492,Starehe,-1.2734913272219681,36.79296068376206,66.9,895.0,0.211,1.23,432.0,258.0,450.0,175.0,0.0235,0
RID-0493,Kibra,-1.319921249762599,36.76813506809367,93.2,728.0,0.184,2.15,583.0,355.0,450.0,228.0,0.0422,0
RID-0494,Lang'ata,-1.3065811456500438,36.76648228375136,90.8,784.0,0.23,0.87,569.0,346.0,450.0,223.0,0.0286,0
RID-0495,Mathare,-1.2575359038643104,36.876029707520814,66.3,596.0,0.246,2.87,429.0,255.0,450.0,173.0,0.1163,0
RID-0496,Kasarani,-1.219127951072551,36.93390102080861,100.3,980.0,0.102,5.45,623.0,381.0,450.0,242.0,0.0401,0
RID-0497,Starehe,-1.287452987234689,36.828892149104746,97.6,880.0,0.29,2.07,607.0,371.0,450.0,236.0,0.04,0
RID-0498,Dagoretti,-1.307849411713961,36.717599549775585,82.0,807.0,0.278,1.93,519.0,313.0,450.0,205.0,0.0489,0
RID-0499,Embakasi,-1.3222353818181058,36.89925926405903,81.2,986.0,0.192,2.23,514.0,310.0,450.0,204.0,0.0214,0
RID-0500,Embakasi,-1.3185860444903452,36.88615158040252,88.3,1073.0,0.113,1.94,555.0,337.0,450.0,218.0,0.0101,0
RID-0501,Makadara,-1.3281263492734368,36.858337888547425,67.1,1419.0,0.289,1.17,433.0,258.0,450.0,175.0,0.0062,0
RID-0502,Starehe,-1.30509440748062,36.84020111927379,80.5,698.0,0.339,0.58,510.0,308.0,450.0,202.0,0.0568,0
RID-0503,Kasarani,-1.2183512049413099,36.8708489700107,47.7,1232.0,0.16,1.62,323.0,187.0,450.0,136.0,0.0082,0
RID-0504,Kamukunji,-1.2911841815409972,36.829956871888186,93.1,1195.0,0.181,1.64,582.0,355.0,450.0,228.0,0.0081,0
RID-0505,Makadara,-1.2936165097916164,36.886809008920466,56.6,844.0,0.146,2.26,373.0,219.0,450.0,154.0,0.0311,0
RID-0506,Lang'ata,-1.387503449392915,36.77230052158295,102.6,1041.0,0.244,9.06,636.0,389.0,450.0,247.0,0.186,0
RID-0507,Embakasi,-1.3132026559113328,36.913426801529006,75.0,908.0,0.139,3.96,479.0,288.0,450.0,191.0,0.0401,0
RID-0508,Njiru,-1.2457360674352462,36.92496061336522,76.8,1037.0,0.189,4.66,489.0,294.0,450.0,195.0,0.0421,0
RID-0509,Embakasi,-1.3163810787133323,36.88407948286393,70.6,1302.0,0.274,2.01,453.0,271.0,450.0,182.0,0.0112,0
RID-0510,Makadara,-1.278479857228028,36.86042623297344,75.7,1121.0,0.24,3.86,482.0,290.0,450.0,192.0,0.0312,0
RID-0511,Starehe,-1.2369761862849398,36.82378678372371,101.3,1102.0,0.197,0.58,629.0,385.0,450.0,244.0,0.0078,0
RID-0512,Mathare,-1.2741681353382093,36.834725712147744,42.7,914.0,0.205,3.43,294.0,168.0,450.0,126.0,0.0513,1
RID-0513,Embakasi,-1.346062793525119,36.86831728113989,99.2,703.0,0.241,1.73,617.0,377.0,450.0,240.0,0.0492,0
RID-0514,Njiru,-1.2446574669797703,36.9501745004646,85.1,958.0,0.101,7.0,536.0,325.0,450.0,211.0,0.0767,0
RID-0515,Westlands,-1.2966238140406425,36.81790076628152,61.9,1241.0,0.12,1.73,404.0,239.0,450.0,165.0,0.0064,0
RID-0516,Westlands,-1.2746612210336687,36.80293586023971,63.9,695.0,0.32,1.12,415.0,246.0,450.0,169.0,0.0685,0
RID-0517,Kasarani,-1.1877555874348915,36.91793678631731,105.1,789.0,0.119,5.28,651.0,399.0,450.0,252.0,0.0712,1
RID-0518,Kamukunji,-1.2903706129581165,36.82717615549169,65.8,1025.0,0.277,1.84,426.0,254.0,450.0,173.0,0.026,0
RID-0519,Embakasi,-1.3530363080265861,36.88561693361515,62.7,803.0,0.33,1.53,408.0,242.0,450.0,166.0,0.0592,0
RID-0520,Dagoretti,-1.2972226047765538,36.72425640945698,97.1,841.0,0.168,1.33,605.0,369.0,450.0,236.0,0.0206,0
RID-0521,Starehe,-1.277625139341846,36.82653703765918,85.1,915.0,0.193,2.93,536.0,325.0,450.0,211.0,0.0334,0
RID-0522,Kasarani,-1.2244971196361616,36.88699994838353,65.9,727.0,0.242,0.36,427.0,254.0,450.0,173.0,0.0341,0
RID-0523,Embakasi,-1.3066269065606655,36.908838812991384,83.2,805.0,0.32,3.84,526.0,318.0,450.0,208.0,0.1081,0
RID-0524,Njiru,-1.271807981548857,36.968218647594924,64.6,1141.0,0.335,8.15,419.0,249.0,450.0,170.0,0.1803,0
RID-0525,Njiru,-1.2519717626456852,36.940376992458894,96.5,739.0,0.285,5.66,601.0,367.0,450.0,234.0,0.1843,1
RID-0526,Mathare,-1.2458357115348688,36.86966432262527,95.9,680.0,0.122,3.15,598.0,365.0,450.0,233.0,0.0517,0
RID-0527,Mathare,-1.2409372673217351,36.87074248330404,88.0,874.0,0.267,2.64,553.0,336.0,450.0,217.0,0.0468,0
RID-0528,Kibra,-1.3272487474928087,36.79223007050412,85.4,1146.0,0.203,3.68,538.0,326.0,450.0,212.0,0.0219,0
RID-0529,Westlands,-1.2878745241464131,36.80217119411553,106.4,961.0,0.218,0.69,658.0,404.0,450.0,254.0,0.0136,0
RID-0530,Njiru,-1.2506645998128891,36.935837662854546,80.0,907.0,0.112,5.29,507.0,306.0,450.0,201.0,0.0547,0
RID-0531,Kamukunji,-1.2875707502287785,36.80736301909005,62.3,1009.0,0.148,0.91,406.0,240.0,450.0,165.0,0.0114,0
RID-0532,Embakasi,-1.3209744981548193,36.90185689802282,86.7,651.0,0.298,2.49,546.0,331.0,450.0,215.0,0.099,1
RID-0533,Embakasi,-1.306802872160052,36.879446497181476,111.3,1099.0,0.213,2.18,686.0,422.0,450.0,264.0,0.014,0
RID-0534,Starehe,-1.2496858431827058,36.807676503035715,64.8,1077.0,0.175,1.12,420.0,250.0,450.0,170.0,0.0111,0
RID-0535,Kamukunji,-1.2656108559894652,36.853543887237436,74.6,918.0,0.196,4.66,476.0,286.0,450.0,190.0,0.0629,0
RID-0536,Embakasi,-1.3229245461968762,36.935506217852186,86.2,1201.0,0.314,5.4,543.0,329.0,450.0,214.0,0.0534,0
RID-0537,Njiru,-1.2738727366351297,36.9583830834722,79.2,775.0,0.287,7.05,503.0,303.0,450.0,200.0,0.2654,1
RID-0538,Kibra,-1.2949883536391404,36.77158759581847,65.3,1226.0,0.168,0.67,423.0,251.0,450.0,171.0,0.0057,0
RID-0539,Mathare,-1.2321506939987135,36.859999069708024,96.8,1031.0,0.129,3.0,603.0,368.0,450.0,235.0,0.0171,0
RID-0540,Dagoretti,-1.2872261274144028,36.749206436775424,114.8,933.0,0.163,2.01,706.0,435.0,450.0,271.0,0.0175,1
RID-0541,Embakasi,-1.312686174829411,36.9162161654632,82.9,996.0,0.33,4.21,524.0,317.0,450.0,207.0,0.0727,0
RID-0542,Starehe,-1.2591302255889556,36.790029360535236,66.4,979.0,0.245,1.29,430.0,256.0,450.0,174.0,0.0216,0
RID-0543,Kibra,-1.2889131951424369,36.75175016023928,56.8,1244.0,0.233,1.68,374.0,220.0,450.0,154.0,0.0107,0
RID-0544,Makadara,-1.279349075913167,36.88253410273655,83.9,785.0,0.249,1.47,529.0,320.0,450.0,209.0,0.0392,0
RID-0545,Starehe,-1.296819328604304,36.81678371424091,96.6,847.0,0.192,1.62,602.0,367.0,450.0,234.0,0.0248,0
RID-0546,Kasarani,-1.2421140933697188,36.89570157939422,87.1,1207.0,0.302,2.53,548.0,332.0,450.0,215.0,0.0188,0
RID-0547,Dagoretti,-1.2991606856837148,36.759593210645384,80.0,881.0,0.231,0.28,507.0,306.0,450.0,201.0,0.0183,0
RID-0548,Makadara,-1.273793825077608,36.887913676215796,71.2,1180.0,0.129,0.8,457.0,273.0,450.0,183.0,0.0056,0
RID-0549,Starehe,-1.286243360531566,36.82081556252511,63.6,1340.0,0.132,2.22,414.0,245.0,450.0,168.0,0.0058,0
RID-0550,Kamukunji,-1.318668763844419,36.82888259867008,92.5,920.0,0.234,1.67,579.0,352.0,450.0,226.0,0.0248,0
RID-0551,Starehe,-1.2557029673380509,36.85731165647097,93.7,1136.0,0.334,4.48,585.0,357.0,450.0,229.0,0.0504,0
RID-0552,Njiru,-1.2746869774375984,36.92815071481694,56.8,769.0,0.177,3.69,375.0,220.0,450.0,154.0,0.0717,0
RID-0553,Starehe,-1.2755281151391784,36.8306032231764,103.8,1151.0,0.317,3.22,643.0,394.0,450.0,249.0,0.0279,0
RID-0554,Starehe,-1.2911920703984328,36.83348122088928,88.6,1040.0,0.291,1.54,556.0,338.0,450.0,218.0,0.0214,0
RID-0555,Njiru,-1.2594767869414183,36.93971095458243,101.0,1095.0,0.162,5.26,627.0,384.0,450.0,243.0,0.0342,0
RID-0556,Mathare,-1.249074315039926,36.86512844539622,59.9,871.0,0.109,3.73,392.0,232.0,450.0,161.0,0.0395,0
RID-0557,Dagoretti,-1.3017277178105313,36.74180780392148,59.5,668.0,0.125,0.76,390.0,230.0,450.0,160.0,0.0292,0
RID-0558,Westlands,-1.2667672591841066,36.79259977940235,77.8,1101.0,0.282,0.85,494.0,298.0,450.0,197.0,0.0141,0
RID-0559,Kamukunji,-1.290175921253342,36.876972943410095,87.5,587.0,0.15,2.62,550.0,334.0,450.0,216.0,0.0673,0
RID-0560,Starehe,-1.263781611041175,36.81909039363942,106.9,937.0,0.193,1.68,661.0,406.0,450.0,255.0,0.0183,0
RID-0561,Makadara,-1.2860609119097854,36.85332361020488,90.6,1188.0,0.225,2.93,568.0,345.0,450.0,222.0,0.016,0
RID-0562,Kibra,-1.291537507248267,36.792392843843956,76.4,1038.0,0.281,1.16,486.0,293.0,450.0,194.0,0.0192,0
RID-0563,Dagoretti,-1.2951460428800845,36.752954338516204,64.6,1390.0,0.128,1.14,419.0,249.0,450.0,170.0,0.0033,0
RID-0564,Westlands,-1.29641752304137,36.7774646506218,98.5,1205.0,0.202,0.79,613.0,374.0,450.0,238.0,0.0063,0
RID-0565,Kasarani,-1.243878500127981,36.902858861895275,65.5,869.0,0.221,3.14,424.0,252.0,450.0,172.0,0.0513,0
RID-0566,Starehe,-1.240349700010298,36.86962600292386,104.4,1005.0,0.235,2.66,647.0,396.0,450.0,250.0,0.0253,0
RID-0567,Kasarani,-1.2072389779711847,36.91001688949889,75.7,991.0,0.305,3.23,483.0,290.0,450.0,193.0,0.0497,0
RID-0568,Mathare,-1.296021154683055,36.85414652400532,103.9,684.0,0.143,2.05,643.0,394.0,450.0,249.0,0.0373,0
RID-0569,Embakasi,-1.325755675038165,36.887583048034976,90.2,812.0,0.302,1.56,565.0,344.0,450.0,222.0,0.0454,0
RID-0570,Kasarani,-1.2233628763716957,36.89055818844606,77.9,888.0,0.273,0.64,495.0,298.0,450.0,197.0,0.0246,0
RID-0571,Starehe,-1.3145859962075157,36.83995820512235,72.2,593.0,0.239,0.63,463.0,277.0,450.0,185.0,0.0539,0
RID-0572,Kamukunji,-1.306454860514796,36.84978493728222,74.9,1009.0,0.275,0.81,478.0,287.0,450.0,191.0,0.0182,0
RID-0573,Mathare,-1.2185183466050005,36.846612308168275,86.4,950.0,0.203,1.51,544.0,330.0,450.0,214.0,0.0192,0
RID-0574,Starehe,-1.3256057504549266,36.8192799155624,81.2,665.0,0.135,2.88,514.0,310.0,450.0,203.0,0.0561,0
RID-0575,Njiru,-1.2279808073000287,36.97916694908441,71.1,1081.0,0.266,10.49,456.0,273.0,450.0,183.0,0.3002,0
RID-0576,Embakasi,-1.3345909918890484,36.90993398446473,77.5,1143.0,0.231,2.3,493.0,297.0,450.0,196.0,0.0162,0
RID-0577,Dagoretti,-1.302306209135601,36.741881032913916,81.2,1045.0,0.26,0.77,514.0,310.0,450.0,204.0,0.0145,0
RID-0578,Embakasi,-1.2571131330596594,36.8699405934321,48.1,935.0,0.184,3.42,325.0,188.0,450.0,137.0,0.0428,0
RID-0579,Mathare,-1.2549252067701084,36.87435386343531,86.9,1118.0,0.327,3.2,546.0,331.0,450.0,215.0,0.0347,0
RID-0580,Kibra,-1.293284273501213,36.78695966306942,65.3,1136.0,0.247,1.73,423.0,252.0,450.0,172.0,0.0156,0
RID-0581,Mathare,-1.253838989209918,36.85716702865157,62.7,1061.0,0.121,4.39,408.0,242.0,450.0,166.0,0.0285,0
RID-0582,Embakasi,-1.3046174611750978,36.89313615449005,54.7,835.0,0.212,3.3,363.0,212.0,450.0,150.0,0.0608,1
RID-0583,Mathare,-1.247568562202879,36.85760779327913,53.1,1055.0,0.289,4.17,353.0,206.0,450.0,147.0,0.0581,0
RID-0584,Kasarani,-1.2124579921219563,36.8994147437263,59.7,1239.0,0.299,1.92,391.0,231.0,450.0,160.0,0.0155,0
RID-0585,Makadara,-1.2774789949845566,36.85897212552823,69.4,881.0,0.224,4.01,446.0,267.0,450.0,180.0,0.0656,0
RID-0586,Kibra,-1.3504606493641376,36.81023843001427,109.3,1420.0,0.324,5.76,675.0,414.0,450.0,260.0,0.0287,0
RID-0587,Dagoretti,-1.3111146460172522,36.73092467322702,72.1,895.0,0.167,1.06,462.0,277.0,450.0,185.0,0.0179,0
RID-0588,Dagoretti,-1.3049132258808698,36.77148876186342,82.7,1006.0,0.203,0.44,522.0,316.0,450.0,207.0,0.0113,0
RID-0589,Dagoretti,-1.335713484279574,36.8067549706732,86.0,866.0,0.325,4.64,541.0,328.0,450.0,213.0,0.1173,0
RID-0590,Dagoretti,-1.2718788638186789,36.74846477828258,82.0,1045.0,0.324,1.16,518.0,313.0,450.0,205.0,0.0221,0
RID-0591,Dagoretti,-1.2940978800123257,36.74971108149715,78.8,652.0,0.271,1.52,501.0,302.0,450.0,199.0,0.0672,0
RID-0592,Makadara,-1.2895775514324133,36.872904311719,62.1,891.0,0.315,2.94,405.0,240.0,450.0,165.0,0.0681,0
RID-0593,Lang'ata,-1.3388879106799312,36.771791613625105,101.8,782.0,0.122,4.21,632.0,387.0,450.0,245.0,0.0527,0
RID-0594,Kasarani,-1.2239467684061465,36.89697453432693,107.1,1027.0,0.316,1.35,662.0,406.0,450.0,256.0,0.0212,0
RID-0595,Embakasi,-1.3138981656070536,36.92267540193734,54.8,1199.0,0.18,4.65,363.0,213.0,450.0,150.0,0.0273,0
RID-0596,Mathare,-1.2481288655543827,36.80619222730672,64.6,1129.0,0.145,1.19,419.0,249.0,450.0,170.0,0.0084,0
RID-0597,Makadara,-1.2868819844694048,36.863894723894376,75.8,526.0,0.16,3.49,483.0,290.0,450.0,193.0,0.117,0
RID-0598,Lang'ata,-1.350374175128918,36.76222963093822,65.5,1408.0,0.204,5.48,424.0,252.0,450.0,172.0,0.0198,0
RID-0599,Lang'ata,-1.3275177456002798,36.78895052924246,87.6,1059.0,0.163,3.5,551.0,334.0,450.0,216.0,0.0225,0
RID-0600,Westlands,-1.2804575533564722,36.80814104574249,69.1,845.0,0.18,1.64,445.0,266.0,450.0,179.0,0.0275,0
RID-0601,Lang'ata,-1.3694331346908257,36.74240763670422,112.5,1031.0,0.134,5.53,693.0,426.0,450.0,267.0,0.0381,0
